KEGG_Pathway	CTU_ABQ_Rm_LE	CTU_ABR_Rm_LE	CTU_ABX_Rm_LE	CTU_ABZ_Rp_LE	CTU_ACA_Rp_LE	CTU_ACB_Rp_LE	CTU_ACC_Rp_LE	CTU_ACE_Rp_LE	CTU_ACG_Rp_LE	AL_Rm_LE	AM_Rm_LE	AN_Rm_LE	AS_Rp_LE	AT_Rp_LE	AU_Rp_LE	AV_Rp_LE	AW_Rp_LE	BK_Rm_LE	BL_Rm_LE	BM_Rm_LE	BN_Rm_LE	BO_Rm_LE	BP_Rm_LE	BQ_Rm_LE	BRZ_GK_Rm_Control	BRZ_GL_Rp_Control	BRZ_GN_Rm_Control	BRZ_GP_Rp_Control	BRZ_GS_Rm_Control	BRZ_GT_Rp_Control	BRZ_HA_Rm_Control	BRZ_HB_Rp_Control	BRZ_HE_Rm_Control	BRZ_HF_Rp_Control	BRZ_HI_Rm_Control	BRZ_HK_Rp_Control	BRZ_HN_Rm_Control	BRZ_HP_Rp_Control	BRZ_HS_Rm_Control	BRZ_HT_Rp_Control	BRZ_IB_Rm_Control	BRZ_IC_Rp_Control	BRZ_IF_Rm_Control	BRZ_IG_Rp_Control	BX_Rp_LE	BY_Rp_LE	BZ_Rp_LE	sum
map02026	67491	60812	69115	71766	46899	63344	68653	54456	61737	66840	75332	60722	66211	56997	59387	82054	78943	83631	62030	61123	68275	65168	74035	83670	118404	187396	180969	162547	213980	160245	146697	174661	111962	141646	191591	246658	120738	253319	220124	260810	251195	306612	156421	122271	61539	83154	76817	5558447
map02030	18860	16603	15813	20756	13159	16144	22348	15713	18376	18689	19543	26914	20420	18545	19454	21663	26996	22253	14392	24870	17839	16824	18802	28194	32504	33240	58385	37794	40179	50468	26039	46211	29546	35670	49681	73281	22469	80183	38364	64258	52230	116766	34414	38694	17073	46796	23008	1520423
map02040	18174	15415	9146	16966	11264	12188	17133	11530	18925	19068	15877	37765	20802	20273	20770	19173	21334	22478	14608	34812	16479	13798	14122	23764	26966	23230	113262	23459	29467	44691	15476	25674	23901	31756	51631	67255	13567	56008	27517	49335	31451	91024	25083	33925	12319	57400	21100	1341361
map02060	30536	26426	36467	35363	27583	38141	42429	36842	27042	47136	46207	30466	43557	36754	39619	42538	71227	42245	30156	36697	43128	44350	49145	62671	99499	153021	132954	147666	137400	180743	108400	178864	89938	99169	135111	195026	86964	289704	124556	215288	208676	358785	130754	116899	51876	57124	48716	4313858
map03008	10252	9763	10217	11559	7155	9906	10149	7903	9677	10302	11422	10340	10455	9249	9290	12086	11785	13731	10065	9035	10627	9804	11505	11555	16849	28195	24548	24489	33299	23714	23787	25468	19261	24489	32272	38746	20912	34899	32825	41227	38388	43216	24829	21379	8789	12874	11075	853362
map03010	338578	318942	368195	359305	253772	330230	347489	269330	330778	346399	385299	346581	357208	318679	323196	413203	400824	437890	341835	317095	370353	329958	393666	406940	603100	973020	874686	847516	1118495	801353	844262	870559	634217	817214	1070847	1317586	697503	1256371	1136011	1321342	1283820	1482411	857825	658457	301148	455893	391829	29021210
map03013	27305	23955	25388	28308	17913	23856	26002	20541	24491	24290	25380	24697	24455	21373	21921	27741	28050	29984	22651	21176	26321	23309	25284	27514	40121	72213	57462	58609	79798	54052	56238	61212	44040	59300	77153	91086	49198	87675	82027	97920	92777	100561	61232	45907	20273	30100	24886	2035745
map03015	3	19	17	10	8	28	2	4	4	45	82	25	28	102	6	89	19	111	114	20	17	1	33	20	0	2	0	1	7	8	0	7	0	3	0	132	0	11	2	1	5	2	0	6	26	50	110	1180
map03018	239870	228703	230668	240223	162874	229752	246249	185912	214643	221538	230945	220708	223402	196292	202684	248985	255486	267207	201406	193966	230966	206522	236419	236431	347782	663274	511885	517515	712417	510123	522189	558252	442885	542943	702722	831140	448680	846005	708969	887163	844507	847028	555897	428148	188575	284006	224108	18478064
map03020	81608	77158	87811	85449	57796	73454	78577	61635	79673	85813	95399	85810	89899	77264	78522	101583	97723	107070	83656	78320	89960	80055	96019	96063	137338	240595	213939	199428	276926	188313	205981	206716	159076	201479	271813	315633	170917	305889	277707	323440	318501	348629	207634	163918	73519	112152	92504	7038364
map03022	2295	1836	2653	3100	2256	3342	3482	2734	1886	2819	3421	2309	3606	2969	2792	3673	5194	2986	2246	2177	2600	3513	3362	4787	7692	9738	9367	10139	6540	9904	6577	10901	4730	5454	5930	10935	6055	16188	8039	11632	11143	20184	7418	6732	3572	4155	3586	268649
map03030	247343	227626	245339	260056	174510	234207	243801	188000	226259	238328	255687	234083	247715	218189	221301	285178	273559	296384	229175	215070	253769	225739	262796	274647	395211	649457	584139	572649	771891	538892	569584	572253	432805	566533	739777	872639	465599	851761	759040	891290	904810	999044	575987	446951	203935	300293	258814	19702115
map03040	9	5	1	24	12	9	8	14	25	11	5	19	17	30	19	90	11	15	8	23	61	16	21	32	0	0	46	40	18	15	39	28	2	19	22	2	71	11	22	1	36	7	42	1	15	78	9	1009
map03050	50	52	92	56	145	154	75	80	187	79	263	47	190	287	163	172	150	193	145	75	33	103	111	250	506	781	399	1454	869	1061	338	2635	347	408	709	989	247	1947	409	2005	1314	2795	347	1871	116	112	226	25037
map03060	160573	152881	160976	168471	111951	150326	159498	123836	155952	155626	169260	159577	159940	139719	145650	179939	179369	194655	150337	140277	168752	146228	172975	173085	254184	466723	383988	379225	513772	369498	386451	394373	293336	384637	506959	587721	323601	570606	518010	617804	589426	626147	392605	303870	132631	203200	165882	13144502
map03070	182789	164148	174058	178604	124631	167632	174867	134664	170352	171686	182614	192670	181571	161173	164512	194474	200158	209519	161908	156070	182393	165384	191019	195510	289405	506420	438229	415014	554814	424001	429033	429370	318058	423180	553647	650191	350208	629235	559254	658640	635236	694268	431319	331973	142369	228583	183880	14458733
map03320	49573	42402	46762	52036	32429	43484	46230	36809	47665	40704	46140	44408	43745	37447	40247	52883	46626	54973	41962	35868	46969	42653	48077	49514	73367	124976	97006	105698	135864	90988	109832	106227	70912	103248	128491	151669	84547	147885	142787	158378	156604	172373	102307	78758	34858	49975	49126	3545482
map03410	122448	111923	114963	131747	87305	120277	124015	97069	110055	111730	123100	107896	116811	104024	105136	139708	131942	137292	109910	102822	118254	107650	129218	139029	194482	282392	276702	270592	322346	256907	260524	266733	189930	250785	320748	398482	205558	391678	342279	400489	391121	496049	258579	198417	99362	148753	126995	9154227
map03420	206667	189728	193511	222322	144016	196647	206693	159063	186669	189537	204937	182813	193528	171043	175838	226335	221660	233689	179652	171384	196023	178092	211064	224709	325112	499741	483918	468863	567037	433404	438373	464998	336413	434550	568825	677462	361856	675238	595985	710026	686981	840703	453764	358679	163741	243516	204973	15659778
map03430	296936	269393	294406	312305	211752	282364	293566	228386	269630	285392	311034	274703	295810	258651	267763	343309	329058	355373	276078	260212	302802	272714	320635	339547	489608	745825	727255	684516	888798	641219	677052	670420	506569	651975	862384	1018250	551165	1000414	909025	1040322	1060658	1238387	686073	525161	245221	361040	315657	23448813
map03440	325792	305097	323650	334475	233207	312193	324581	250663	296814	316655	342000	308749	326945	286087	293120	368438	364480	390755	305280	288199	338582	302150	353117	363286	524070	882014	777289	773530	1004208	736532	759125	780847	581318	755119	987944	1162963	628734	1145309	1015966	1205440	1207345	1316731	783552	607948	267118	400514	332780	26290711
map03450	278	421	664	722	385	643	341	269	297	747	1188	848	1148	1398	677	2565	1315	1625	1852	980	981	1023	1379	1647	2490	1301	1656	1630	2271	3136	1469	1041	1131	933	2172	1879	1188	1737	3249	2382	2106	2959	1404	1068	1187	1102	1899	64783
map03460	6	8	22	9	7	12	1	0	4	30	118	61	34	85	5	89	13	173	160	10	51	2	42	140	48	0	0	0	1	0	0	0	0	0	1	0	0	0	631	0	0	0	0	0	8	79	139	1989
map04010	24	32	83	83	19	5	21	14	41	63	71	41	28	17	46	186	33	102	38	82	99	23	42	49	43	23	16	2	85	9	55	0	11	14	13	155	12	9	122	26	31	5	19	10	16	55	44	2017
map04011	826	936	878	1096	599	524	755	510	1008	706	1499	1497	1123	869	1093	1260	1026	734	919	816	663	722	946	1297	1468	946	775	699	2747	1584	712	771	669	964	1578	2757	614	1832	1512	2148	1169	3001	703	911	370	897	1093	52222
map04013	5526	4700	5513	5105	3105	4183	4713	3503	4993	4406	5035	5405	4683	3976	4184	4687	4828	5841	4066	3768	5343	4423	4606	4385	6156	15569	9179	9913	16321	10083	12454	10866	8702	12551	16086	17538	9813	15241	15105	18677	17856	13680	12034	8688	3294	6000	4271	381054
map04014	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04016	23577	17988	21875	18728	16268	19501	21990	19266	22259	19926	23667	23608	22387	19357	21019	18455	25719	25201	20281	19392	22331	22018	24609	24223	32335	65038	55155	58733	74421	57655	50836	56617	44592	55517	78381	84203	46839	85416	76351	92496	86368	93304	61133	45692	16249	31385	20610	1882971
map04020	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	18	0	3	0	3	0	0	0	2	0	1	0	12	0	2	0	0	0	1	0	0	102
map04022	26	72	73	130	35	61	29	75	85	102	257	59	86	115	62	296	86	275	64	136	68	91	64	153	62	697	79	197	385	590	26	1321	247	126	268	581	241	564	104	1019	234	2227	238	291	29	101	187	12314
map04024	31	72	73	130	35	61	29	75	85	105	258	71	86	115	62	296	86	294	67	138	70	94	73	154	62	697	79	198	386	591	27	1322	247	127	268	582	242	565	104	1022	236	2231	238	292	29	101	187	12393
map04060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9
map04062	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	0	0	0	79
map04064	1	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	2	1	0	1	8	4	0	0	0	1	1	1	1	6	0	1	0	37	1	3	0	5	2	5	0	1	0	0	0	91
map04066	23921	21834	23334	25745	16261	22637	23134	17121	22252	21848	24054	21893	22551	19973	21405	27468	25429	27491	20842	18338	22615	20500	25082	27660	41232	52499	58488	54294	66153	47503	51214	53003	36924	46324	62813	79248	38771	77970	65534	79370	79897	114525	50166	37600	20108	28842	27115	1812981
map04068	8200	7636	8297	8992	4882	6790	6866	4984	7488	6556	9252	8057	7372	6404	6719	8959	7065	9003	7904	6921	7962	7033	7875	8758	10907	18680	12626	11952	23664	13307	15678	13072	11299	15259	20943	24335	12517	20068	23260	23471	22448	21792	15602	10540	4962	9068	8218	543643
map04070	18063	17887	18466	23925	13397	18031	18664	15119	17865	18060	18778	16911	17924	15604	16291	22868	20060	21767	16855	16101	18992	15888	19639	21122	31680	48628	43621	44004	56228	38664	42864	45383	31228	40295	54193	67173	34326	63636	56034	68770	65460	75341	43732	32806	15418	24128	20399	1482288
map04071	4458	1842	3258	2786	1934	2144	2472	2084	4001	1267	2495	2857	2008	1369	2139	2346	1471	2930	2386	1203	2917	2255	2421	3086	4402	4681	5152	3890	7743	2085	5336	3590	2290	4131	6046	3836	3035	4696	8061	5899	6234	9768	3719	1978	1401	1623	2934	160659
map04072	2090	2282	1600	3348	1695	2112	2128	1817	1950	2351	1731	2008	2188	1926	1742	3600	2372	2864	1985	1837	2235	1952	2251	2616	4530	3188	5690	6233	5280	3892	4135	4937	3418	4098	5807	7734	3308	6713	5745	7741	5811	13247	4563	3288	2293	2913	2959	170203
map04075	2	1	3	0	0	0	0	0	0	4	1	4	0	0	0	0	0	4	4	7	1	4	1	6	1	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	54
map04080	1270	1143	1244	1286	966	960	1145	874	871	1305	1273	1336	1347	1028	1106	1695	1364	1605	1423	986	1327	1272	1608	1476	2445	3016	4967	5313	3132	2483	5090	3565	2505	2900	5423	3482	2985	6705	5058	4753	3943	8892	3476	2236	1023	1331	1549	116182
map04110	9	9	11	8	8	22	20	6	3	18	48	11	22	51	17	33	15	53	53	29	14	6	33	22	7	24	17	21	15	23	9	52	7	11	10	26	8	30	14	29	16	51	34	7	10	38	49	1029
map04111	13	11	8	8	14	18	22	7	7	14	21	10	31	21	35	11	42	10	16	29	16	11	31	46	30	97	78	54	28	48	50	94	39	27	46	55	19	62	77	61	133	206	101	43	11	19	33	1863
map04112	168251	151858	165801	170326	118423	156810	165236	131017	157387	167749	179269	165160	170888	150153	155229	192497	198683	205518	157581	148236	174645	160483	185907	192654	281914	469623	412112	407352	526923	384991	405718	416347	308139	392979	522220	620009	338089	607180	538730	646120	624941	702980	412080	319906	145530	214344	177547	13865535
map04113	4670	6152	4519	8195	3357	4881	5184	4113	4520	6008	4824	5208	4958	4797	4221	8853	5426	7499	4820	4899	5408	4489	4772	4905	8766	14599	13358	8170	15488	9209	10912	12294	7840	11490	13516	22543	8656	12450	15165	20029	17018	17476	10338	8276	5282	6039	6563	402155
map04114	14	8	4	7	8	16	20	3	3	14	9	19	10	15	12	6	9	23	16	28	9	8	19	14	6	6	13	11	9	6	4	2	4	7	5	21	6	7	8	6	6	6	13	3	5	9	14	471
map04115	26	15	25	73	28	45	32	21	64	9	27	19	24	27	23	35	12	20	44	21	55	12	13	22	23	39	48	8	56	31	12	31	65	9	229	460	51	237	88	108	23	444	34	113	24	17	32	2874
map04120	14	23	31	29	23	34	36	19	15	38	54	13	23	43	26	35	36	87	30	38	59	71	33	61	35	88	49	37	121	24	60	23	49	67	61	56	66	62	141	40	40	126	28	28	30	42	24	2168
map04122	46803	44311	45174	54740	32742	45945	48149	37619	38816	44485	49137	42904	44877	40464	40352	53360	53595	53695	42167	41130	44922	42253	50664	53893	70507	107585	103087	98464	125405	98872	90862	102316	76271	92573	121307	159981	78464	154380	135414	160320	149833	189148	102853	74379	38650	64304	49316	3536488
map04130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	2	0	0	0	5	0	0	0	1	0	0	0	0	0	17
map04137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	7	0	1	0	2	0	4	0	15	0	5	0	0	0	0	0	41
map04138	2481	2248	2314	3457	2349	3542	3382	2591	2246	2379	2938	1818	3140	2539	2664	3639	4195	2652	2542	1898	2319	3114	3343	4537	6510	7916	6971	8822	7322	9614	4530	11040	4736	5170	6342	8655	5135	14143	7498	11984	10551	19746	6157	6734	3259	3284	3452	247898
map04139	3	5	1	7	6	4	1	3	7	5	3	4	5	2	6	6	1	4	0	4	2	2	5	4	4	14	0	19	8	4	3	7	4	1	8	23	1	4	11	15	8	25	9	0	2	4	4	268
map04140	398	275	446	153	66	117	73	83	64	411	623	336	67	169	41	195	44	1098	636	443	446	395	597	809	264	223	148	22	129	139	176	18	49	77	57	203	67	57	317	138	118	119	94	9	80	79	150	10718
map04141	22896	20436	23373	24750	15064	20598	20726	15872	21711	23166	25571	24995	23285	20886	22093	28583	25993	32141	22668	20236	24526	22934	25147	27661	35730	64105	55223	46991	74811	43882	50342	52187	39236	49599	68770	85825	40916	74997	74544	89542	82720	95720	51779	38210	19280	31013	27222	1847955
map04142	98305	88745	84475	118852	58514	85679	91848	69674	91244	70328	79369	80092	74207	63587	69443	125458	76248	94239	73124	61471	89062	69978	77563	92954	148086	183310	135202	123365	220642	99331	157151	144485	88007	147727	167712	237360	106807	169025	211373	215412	223848	299929	130754	97690	75739	84068	107387	5558869
map04144	31	6	29	19	18	42	19	8	17	26	57	31	37	79	31	42	33	53	28	17	23	106	52	119	65	180	115	101	184	58	100	94	91	77	130	78	84	124	215	84	281	395	67	61	37	46	82	3672
map04145	3	0	0	3	3	7	0	0	1	3	25	4	6	5	2	10	5	22	13	4	6	0	5	6	27	26	14	3	15	1	12	1	5	35	0	68	3	7	161	116	12	28	4	1	0	15	25	712
map04146	53049	47593	51644	52157	35234	46200	51595	40283	51449	45697	51961	51375	49032	41820	44641	53488	52517	60435	44994	40134	50874	46102	51994	52129	75366	141290	106620	118660	154253	107340	119920	122774	81902	118273	146876	174274	95425	166124	156930	186303	174988	178270	115157	93407	36710	58656	51468	3947383
map04150	18	11	15	48	3	30	0	6	0	46	28	34	5	25	1	48	5	53	75	17	39	29	28	98	164	105	34	4	0	132	109	8	5	29	11	3	8	18	40	21	9	23	23	2	21	20	41	1492
map04151	24075	22417	24190	23548	14847	22127	22306	16909	20539	24091	26194	25124	23844	21158	22113	29306	26293	32528	23298	21326	25795	23778	25780	26803	34151	74379	46362	47172	81290	44901	54031	54619	42752	54528	74968	94906	45520	78408	80761	96843	89320	82863	56334	40993	20076	30499	26707	1920772
map04152	22108	21500	20801	17638	13271	20643	21822	15747	17094	19926	21840	19998	19066	17029	17249	22018	21347	26161	19492	18893	21848	18394	20230	19801	25637	65450	37935	39528	68925	43085	44747	46202	37911	48889	66331	76669	41098	66139	68836	83149	76755	57589	50623	36802	15668	24950	19247	1616081
map04210	15150	12739	13400	12925	8683	12892	13101	9847	12780	11055	11836	13307	11413	10062	10592	13733	12115	14676	10822	9770	13747	10935	11167	11213	17026	40301	22286	23001	42873	21692	28551	25352	20760	30695	37871	46196	23529	35278	38973	46652	44280	33115	28772	20573	9570	13418	11812	950536
map04211	6720	5891	6814	6255	3755	4765	5533	4080	6058	5498	7125	7204	5842	4953	5309	6043	5870	7604	5551	5009	6444	5500	6131	6409	7862	16695	10066	10617	19178	11799	13338	11650	9411	13557	17713	20336	10491	17119	16777	20842	19128	16748	12820	9606	3698	6943	5433	442190
map04212	55400	51296	56085	58448	38310	53861	55043	42300	49925	51756	57384	52026	54306	47729	49143	64376	60825	64913	50561	47745	55070	49783	59355	62961	90918	144859	131857	123410	162374	118599	122693	127648	121818	123130	154855	185627	101043	231461	165457	195289	188973	229985	124432	98297	45481	67194	57688	4401689
map04213	36183	32388	34047	34906	22339	33517	33802	23836	29680	31610	34150	32650	31948	28160	27977	36959	34596	39595	29407	27450	32313	29166	33443	35145	49181	88735	83735	65786	98090	70573	71511	77326	53491	72958	95094	112115	57789	103786	99836	116999	111094	112814	71526	57112	25339	40121	33217	2533495
map04214	3773	3117	3353	3829	2907	3546	3493	2634	2969	3971	3617	4455	4318	3610	3704	4760	4657	4522	3937	2934	3994	3928	4359	4695	8349	8426	11928	11240	9696	9227	12368	10014	6516	8466	13780	13575	8386	16792	13664	14829	13492	23964	10026	7671	4080	4996	5049	337616
map04215	26	15	25	73	28	45	32	18	64	9	22	19	23	26	19	34	9	18	42	20	53	11	9	21	23	21	46	1	50	16	8	1	64	5	225	454	49	212	83	81	16	405	25	110	23	16	29	2624
map04216	42908	38574	40937	43684	27952	37003	41118	32134	42477	36287	38965	40219	38296	32672	35449	43248	40595	47504	35323	31024	41692	36094	40270	39446	59839	114772	79108	92983	123325	79144	100585	94623	64895	97715	118593	137159	77866	127468	124388	147406	142334	132645	91861	72171	29310	42589	40244	3114894
map04217	85214	76771	85929	89115	56588	80521	85162	65860	78073	76859	88760	75974	78294	68991	73741	96289	92656	98792	74482	70947	82789	75733	85310	95044	128269	226012	174230	173317	250295	171601	168922	195517	130292	170918	220498	287141	139521	271164	249432	302493	289046	331299	178087	141303	68740	101167	89761	6396919
map04218	0	0	0	0	0	0	0	3	0	0	5	0	1	1	4	1	3	4	25	1	11	1	4	1	0	20	2	7	6	41	4	26	1	4	4	5	2	33	5	23	7	36	9	2	1	1	17	321
map04260	710	157	173	150	414	277	301	181	696	292	782	2276	1093	1070	1026	358	922	684	313	552	675	750	703	1236	791	706	2270	202	732	2751	29	1636	851	720	1578	3082	485	1565	365	1250	258	4404	849	931	204	3467	918	45835
map04261	31	72	73	130	35	61	29	75	85	105	258	71	86	115	62	296	86	294	67	138	70	94	73	154	55	697	79	197	381	590	22	1321	247	126	268	581	237	564	99	1019	232	2227	237	291	29	101	187	12347
map04270	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	7	0	0	0	4	0	4	0	0	0	0	0	4	0	5	0	2	0	1	0	0	0	0	87
map04310	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	1	0	0	0	4	0	4	0	0	0	1	0	3	0	4	0	3	0	1	0	0	0	81
map04320	22	35	18	13	18	17	32	46	22	57	60	47	40	49	32	14	99	61	45	35	75	73	39	53	22	12	73	29	113	30	101	22	89	55	145	29	111	69	137	43	161	84	75	31	33	44	27	2537
map04340	5	0	4	2	1	4	3	0	0	5	21	13	0	17	5	10	3	41	6	4	5	59	15	20	23	74	26	17	102	7	44	4	35	23	50	19	55	30	111	20	12	65	2	19	7	1	6	995
map04341	5	0	4	2	1	4	3	0	0	5	21	13	0	17	5	10	3	41	6	4	5	59	15	20	23	74	26	17	102	7	44	4	35	23	50	19	55	30	111	20	12	65	2	19	7	1	6	995
map04350	0	0	4	2	1	4	3	0	0	2	20	1	0	17	5	10	3	22	3	2	3	56	6	19	23	74	26	17	102	7	44	4	35	23	50	19	55	30	111	20	12	65	2	19	7	1	6	935
map04360	0	0	0	64	0	0	0	0	0	0	0	0	1	1	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132
map04371	10	5	9	3	0	3	0	0	0	46	24	32	2	7	0	12	3	57	62	15	39	13	36	62	164	103	34	0	0	125	109	3	5	29	11	0	8	2	40	0	9	13	23	0	0	17	19	1154
map04380	6437	5750	5320	6486	3893	5497	6669	4857	6481	4240	4632	5227	4478	3851	4292	4836	4700	5665	4050	3797	5518	4297	4386	4229	6032	17904	9275	9683	18069	9055	11778	10990	9284	13283	16609	18167	10254	15029	15967	20528	19350	12056	12642	8876	3545	5047	4318	397329
map04390	9	20	77	5	15	0	19	11	35	34	45	3	16	1	35	4	25	36	13	28	89	12	7	37	17	1	1	0	9	1	15	0	4	0	0	58	1	3	12	3	16	0	9	6	3	27	17	779
map04391	9	24	80	16	19	8	24	19	37	35	46	3	23	6	41	12	31	40	22	33	92	18	10	46	21	10	16	5	21	3	17	7	7	12	2	76	3	9	17	13	26	11	14	8	19	36	24	1071
map04392	9	20	77	5	15	0	19	11	35	34	45	3	16	1	35	4	25	36	13	28	89	12	7	37	17	1	1	0	9	1	15	0	4	0	0	58	1	3	12	3	16	0	9	6	3	27	17	779
map04510	92	102	84	259	199	195	83	52	231	88	134	124	455	204	234	341	131	146	123	99	121	448	193	245	284	1277	546	593	434	263	220	585	289	293	395	1742	227	418	316	787	835	973	344	343	145	153	172	16017
map04512	79	96	78	150	196	168	83	46	231	85	129	110	451	185	232	240	129	131	107	95	119	429	192	208	277	1277	546	593	430	263	216	585	289	293	395	1742	223	418	311	787	833	973	343	343	124	150	150	15530
map04530	9	10	13	12	4	14	5	8	2	49	43	34	18	40	7	34	9	73	83	19	45	19	52	75	168	112	49	5	12	127	111	10	8	41	13	18	10	8	45	10	19	24	28	2	20	37	39	1593
map04540	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04550	4	2	11	4	31	13	5	4	15	15	23	10	43	34	19	5	9	16	56	29	26	15	17	30	32	38	84	31	82	35	70	19	31	37	51	194	12	37	31	66	100	159	70	26	10	8	11	1670
map04611	29	26	33	38	39	43	33	17	46	13	47	33	34	17	40	17	49	40	21	30	14	53	64	82	100	133	81	364	158	114	107	247	51	57	153	488	49	161	65	187	387	451	85	211	43	31	23	4604
map04612	16066	13499	16984	17082	9874	14400	14076	10597	13977	15796	17904	16999	15951	14067	15250	19304	18151	21601	14969	13378	16790	16194	17765	19424	24232	46225	32764	32370	51823	29342	35366	36632	26883	34230	46759	61904	27893	53410	51512	62239	58802	62814	35744	25858	13645	21073	18721	1270339
map04614	6444	2698	4400	4078	3204	3504	3959	3293	6399	1633	3359	3769	3046	2001	3381	3059	2311	3519	3138	1542	3963	3199	3360	4399	6502	7511	7663	7488	10593	4294	7672	8172	3442	6150	8793	5675	4320	9369	10789	9155	10308	15785	5481	5565	2095	2076	3773	246329
map04620	1	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	2	1	0	1	8	4	0	0	0	1	1	1	1	1	0	1	0	36	1	1	0	3	2	4	0	1	0	0	0	80
map04621	26197	22689	26121	28892	17101	24082	24491	17990	22981	25704	28085	29113	27095	23782	24889	32983	29962	34205	24956	24605	28148	25218	28647	31015	41177	73195	59554	54564	82093	52174	57141	59202	44453	57189	77506	101869	46471	88782	81910	101282	92055	104280	59013	44664	22278	36724	29846	2096373
map04622	192	258	586	411	249	249	220	195	450	248	935	222	275	252	383	417	458	574	486	448	565	301	614	1126	716	820	1094	875	1328	898	355	1315	560	388	895	741	723	1489	2241	1121	1116	2402	1005	630	197	509	701	32233
map04623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	0	0	0	19
map04624	1	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	2	1	0	1	8	4	0	0	0	1	1	1	1	1	0	1	0	36	1	1	0	3	2	4	0	1	0	0	0	80
map04626	51060	41563	47260	47102	30711	43403	46714	34671	44128	39312	45758	45693	42218	36376	39558	45476	46406	53556	37489	36688	45635	40860	44410	45592	61453	134244	87618	87345	140754	85906	96566	95889	74316	98961	128852	157839	78422	141134	133618	164664	156278	147951	100793	73868	32436	55074	42552	3408172
map04640	67	3	83	37	149	29	99	92	202	14	97	40	242	26	216	31	216	50	20	31	8	77	96	296	673	1072	461	2117	922	1378	492	3874	430	383	1093	1231	307	2834	582	2815	1851	3890	474	2947	92	33	50	32222
map04657	16066	13499	16984	17082	9874	14400	14076	10597	13977	15796	17904	16999	15951	14067	15250	19304	18151	21601	14969	13378	16790	16194	17765	19424	24210	46213	35316	32367	51817	29407	35367	36621	26935	34196	46953	61834	27892	53396	51689	62128	58797	62783	35742	25859	13645	21073	18721	1273059
map04658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	0	0	0	19
map04659	16066	13499	16984	17082	9874	14400	14076	10597	13977	15796	17904	16999	15951	14067	15250	19304	18151	21601	14969	13378	16790	16194	17765	19424	24210	46199	32760	32366	51813	29339	35366	36621	26878	34193	46759	61834	27892	53394	51366	62112	58797	62783	35742	25857	13645	21073	18721	1269818
map04660	13	6	6	45	3	27	0	6	0	3	5	14	3	18	1	36	2	15	16	4	2	19	1	37	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	21	3	22	347
map04662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	0	0	0	19
map04664	13	6	6	45	3	27	0	6	0	3	5	14	3	18	1	36	2	15	16	4	2	19	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	22	328
map04666	3	5	1	7	6	4	1	3	7	5	3	4	5	2	6	6	1	4	0	4	2	2	5	4	4	14	0	14	8	2	3	0	4	0	8	21	1	0	11	0	8	20	9	0	2	4	4	227
map04668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	0	0	0	19
